## miComplete
## v1.1.1
## Weights:	/home/agrega/micomplete/lib/python3.8/site-packages/micomplete/share/Bact105.weights
## Weights Standard deviation:	0.13917826966028532
Name	Length	GC-content	Present Markers	Completeness	Redundancy	Weighted completeness	Weighted redundancy	Contigs	N50	L50	N90	L90	CDs	
GCF_9028303951_ASM90283039v1_genomic	7626292	66.73	105	1.0000	1.0381	1.0	1.029	87	336735	8	176252	20	6888	
GCF_9028327651_Burkholderia_glumae_LMG_2196_genomic	6662149	68.33	105	1.0000	1.0286	1.0	1.0159	137	162494	11	32602	46	5763	
GCF_9028328451_ASM90283284v1_genomic	7554727	67.06	105	1.0000	1.0190	1.0	1.0159	37	476026	5	157382	15	6731	
GCF_9028328851_Burkholderia_seminalis_LMG_24067_genomic	7974784	67.08	105	1.0000	1.0286	1.0	1.029	55	523234	5	106694	18	7217	
GCF_9028328951_ASM90283289v1_genomic	7861078	66.51	105	1.0000	1.0190	1.0	1.0159	45	520567	5	183412	15	6998	
GCF_9028329051_ASM90283290v1_genomic	8039405	68.6	105	1.0000	1.0190	1.0	1.0159	69	305422	9	85052	26	6833	
GCF_9028330551_ASM90283305v1_genomic	6976967	66.65	105	1.0000	1.0190	1.0	1.0159	213	277911	7	77094	26	6241	
GCF_9028336351_ASM90283363v1_genomic	7305290	61.95	105	1.0000	1.0190	1.0	1.0159	67	449131	6	78573	20	6621	
GCF_9028335151_ASM90283351v1_genomic	8968349	62.58	105	1.0000	1.0286	1.0	1.029	76	301636	11	88477	31	8005	
GCF_9028336451_ASM90283364v1_genomic	8926561	61.84	105	1.0000	1.0286	1.0	1.0161	33	451759	6	236803	17	8170	
GCF_9028336551_ASM90283365v1_genomic	7359299	63.49	105	1.0000	1.0286	1.0	1.0327	329	174050	12	37590	48	6932	
GCF_9028336651_Paraburkholderia_phymatum_LMG_21445_genomic	8598258	62.32	105	1.0000	1.0286	1.0	1.0414	68	334756	8	111521	27	7814	
GCF_9028336851_ASM90283368v1_genomic	11250165	61.87	105	1.0000	1.0571	1.0	1.0873	136	202916	16	63073	55	10398	
GCF_9028337151_ASM90283371v1_genomic	7273086	64.04	105	1.0000	1.0381	1.0	1.0613	49	428857	5	95703	19	6520	
GCF_9028337051_Paraburkholderia_kururiensis_LMG_19447_genomic	7535617	64.83	105	1.0000	1.0286	1.0	1.0414	98	257717	12	62482	32	6675	
GCF_9028337251_ASM90283372v1_genomic	8601927	63.83	105	1.0000	1.0476	1.0	1.0745	266	198630	12	18916	66	7935	
GCF_9028338451_ASM90283384v1_genomic	6329108	58.86	104	0.9905	1.0000	0.9884	1.0	75	340675	5	62593	16	5615	
GCF_9028338151_ASM90283381v1_genomic	7340652	63.64	105	1.0000	1.0381	1.0	1.0392	93	179029	11	55555	40	6605	
GCF_9028338651_ASM90283386v1_genomic	8597690	64.77	105	1.0000	1.0190	1.0	1.0159	50	492153	6	188427	17	7530	
GCF_9028339051_Paraburkholderia_tuberum_LMG_21444_genomic	8785263	63.04	105	1.0000	1.0286	1.0	1.029	216	137501	22	26379	80	8196	
GCF_9028339251_ASM90283392v1_genomic	6558959	64.72	105	1.0000	1.0286	1.0	1.0378	36	645930	4	206064	11	5792	
GCF_9028597751_LMG_27174_genomic	7999742	61.74	105	1.0000	1.0381	1.0	1.0458	138	227167	13	32772	41	7362	
GCF_9028597851_LMG_18924_genomic	7494154	62.86	105	1.0000	1.0190	1.0	1.0159	57	493166	6	118313	20	6657	
GCF_9028598151_LMG_24076_genomic	6080177	62.99	105	1.0000	1.0286	1.0	1.029	54	268208	9	64862	25	5439	
GCF_9028598051_LMG_24238_genomic	8638003	61.4	105	1.0000	1.0190	1.0	1.0159	40	513202	5	129278	16	7704	
GCF_9028598251_LMG_22037_genomic	7251482	63.43	105	1.0000	1.0286	1.0	1.0327	129	150983	14	37557	50	6673	
GCF_9028598451_LMG_29660_genomic	8077990	66.59	105	1.0000	1.0190	1.0	1.0159	66	252713	8	81601	27	7244	
GCF_9028598951_LMG_28138_genomic	6703622	61.73	104	0.9905	1.0288	0.9884	1.0284	249	141169	13	19064	62	6246	
GCF_9028599051_LMG_28690_genomic	8272630	62.24	105	1.0000	1.0190	1.0	1.0159	64	290890	9	101972	27	7353	
GCF_9028599151_LMG_28614_genomic	7890836	62.6	105	1.0000	1.0190	1.0	1.0159	176	188315	16	39559	50	7369	
GCF_9028599351_LMG_27177_genomic	8475216	62.66	105	1.0000	1.0190	1.0	1.0159	88	292858	10	79370	30	7637	
GCF_9028599451_LMG_28688_genomic	8054104	63.81	105	1.0000	1.0381	1.0	1.029	138	149104	17	49252	54	7324	
GCF_9048485851_LMG_28727_genomic	8587385	61.91	105	1.0000	1.0381	1.0	1.05	105	342332	6	105706	23	7761	
GCF_9048486251_LMG_28140_genomic	7790801	61.0	105	1.0000	1.0190	1.0	1.0159	49	525351	7	111203	18	6810	
GCF_9048486451_LMG_24235_genomic	9749118	62.08	105	1.0000	1.0476	1.0	1.0666	161	207876	13	50638	43	8778	
GCF_9048486651_LMG_27952_genomic	8723317	63.77	105	1.0000	1.0381	1.0	1.0414	64	300440	9	92992	28	7751	
